evolution$generation,evolution$evaluated,unemploymentShare,workPermitShare,perceivedInformalityCoef,jobSimilarityHierarchy,socialNetworkCoef,socialNetworkHierarchy,socialNetworkMode,informalityError,unemploymentError,evolution$samples,workPermitShare,socialNetworkHierarchy,unemploymentShare,iterations,unemploymentError,perceivedInformalityCoef,jobsNumber,socialNetworkMode,informalityError,replication,jobSimilarityHierarchy,socialNetworkCoef,workersNumber,jobSeekingNumber
100,100,0.14595625218716607,0.9,-2.84921116603424,0.0,-3.455285028482993,2.1573856888234264,proximity,0.1729770239487755,0.22354581673306773,4,"[0.9,0.9,0.9,0.9]","[2.1573856888234264,2.1573856888234264,2.1573856888234264,2.1573856888234264]","[0.14595625218716607,0.14595625218716607,0.14595625218716607,0.14595625218716607]","[500,500,500,500]","[0.22233067729083666,0.22372509960159362,0.22420318725099603,0.22336653386454183]","[-2.84921116603424,-2.84921116603424,-2.84921116603424,-2.84921116603424]","[200,200,200,200]","[proximity,proximity,proximity,proximity]","[0.2034672503984688,0.17387945634416024,0.17207459155339078,0.1570220351227707]","[-4805397103116082307,8194053448648926754,-1980969380357427976,-4880849479534300072]","[0.0,0.0,0.0,0.0]","[-3.455285028482993,-3.455285028482993,-3.455285028482993,-3.455285028482993]","[100,100,100,100]","[20,20,20,20]"
100,100,0.5801210511144618,0.9,-7.397906712356694,5.0,3.148265817751046,0.7082480418118442,random,0.06782411301240654,0.429721115537848,2,"[0.9,0.9]","[0.7082480418118442,0.7082480418118442]","[0.5801210511144618,0.5801210511144618]","[500,500]","[0.4271115537848599,0.4323306772908361]","[-7.397906712356694,-7.397906712356694]","[200,200]","[random,random]","[0.09168972926342661,0.04395849676138647]","[-8487952025840042105,2932772642138104175]","[5.0,5.0]","[3.148265817751046,3.148265817751046]","[100,100]","[20,20]"
100,100,0.41912625810483517,0.9,3.3675531212050576,0.0,-8.364626421772655,0.4300289802799259,proximity,0.13531926331076058,0.2931274900398405,4,"[0.9,0.9,0.9,0.9]","[0.4300289802799259,0.4300289802799259,0.4300289802799259,0.4300289802799259]","[0.41912625810483517,0.41912625810483517,0.41912625810483517,0.41912625810483517]","[500,500,500,500]","[0.2918525896414341,0.29217131474103575,0.2940836653386453,0.2983466135458165]","[3.3675531212050576,3.3675531212050576,3.3675531212050576,3.3675531212050576]","[200,200,200,200]","[proximity,proximity,proximity,proximity]","[0.1128080516709069,0.13572571001387662,0.13491281660764454,0.17111032602260823]","[3827886421301108980,-4622378830215235879,3980903804233005783,2305475759991532726]","[0.0,0.0,0.0,0.0]","[-8.364626421772655,-8.364626421772655,-8.364626421772655,-8.364626421772655]","[100,100,100,100]","[20,20,20,20]"
100,100,0.469443942294832,0.1,-1.8430101902567237,5.0,2.4519386049690155,2.0298919935047017,random,0.12174708193983386,0.34597609561753023,2,"[0.1,0.1]","[2.0298919935047017,2.0298919935047017]","[0.469443942294832,0.469443942294832]","[500,500]","[0.35065737051792856,0.3412948207171319]","[-1.8430101902567237,-1.8430101902567237]","[200,200]","[random,random]","[0.1301655124920742,0.11332865138759352]","[-2312009323898821073,-5052975183461243798]","[5.0,5.0]","[2.4519386049690155,2.4519386049690155]","[100,100]","[20,20]"
100,100,0.38680560678947074,0.9,-6.32273231744081,0.0,-3.8703716664837673,3.200489157392408,random,0.17184439998248863,0.2624302788844624,2,"[0.9,0.9]","[3.200489157392408,3.200489157392408]","[0.38680560678947074,0.38680560678947074]","[500,500]","[0.26527888446215164,0.2595816733067732]","[-6.32273231744081,-6.32273231744081]","[200,200]","[random,random]","[0.13606021103456856,0.2076285889304087]","[4088452154632812802,-7160628044991057930]","[0.0,0.0]","[-3.8703716664837673,-3.8703716664837673]","[100,100]","[20,20]"
100,100,0.7738520840829789,0.9,8.924571545533894,0.0,10.0,2.2213700993047363,proximity,0.0669752130831345,0.5173505976095618,2,"[0.9,0.9]","[2.2213700993047363,2.2213700993047363]","[0.7738520840829789,0.7738520840829789]","[500,500]","[0.5169123505976095,0.517788844621514]","[8.924571545533894,8.924571545533894]","[200,200]","[proximity,proximity]","[0.04717577446925175,0.08677465169701726]","[-5601023773026993960,-4868144670852795262]","[0.0,0.0]","[10.0,10.0]","[100,100]","[20,20]"
100,100,0.34215208594280544,0.9,-5.02991422718287,0.0,-4.772804481136845,3.032138671244402,random,0.22159216840927515,0.18892430278884495,4,"[0.9,0.9,0.9,0.9]","[3.032138671244402,3.032138671244402,3.032138671244402,3.032138671244402]","[0.34215208594280544,0.34215208594280544,0.34215208594280544,0.34215208594280544]","[500,500,500,500]","[0.1832470119521916,0.19161354581673326,0.19802788844621536,0.18623505976095664]","[-5.02991422718287,-5.02991422718287,-5.02991422718287,-5.02991422718287]","[200,200,200,200]","[random,random,random,random]","[0.22166477275563623,0.23641035778892616,0.22151956406291406,0.18017044722630426]","[-9035351394611480119,-8215120897407997190,5049433652761669036,3461651614253262829]","[0.0,0.0,0.0,0.0]","[-4.772804481136845,-4.772804481136845,-4.772804481136845,-4.772804481136845]","[100,100,100,100]","[20,20,20,20]"
100,100,0.37983918650248816,0.9,1.9206073680661007,0.0,-8.04518930858246,0.2817022835699451,proximity,0.13643043297265034,0.2518127490039842,1,"[0.9]","[0.2817022835699451]","[0.37983918650248816]","[500]","[0.2518127490039842]","[1.9206073680661007]","[200]","[proximity]","[0.13643043297265034]","[4400852559918182181]","[0.0]","[-8.04518930858246]","[100]","[20]"
100,100,0.5694521409081823,0.9,-7.288479342969411,5.0,3.059073058615809,0.9075158917411512,random,0.04838251956614886,0.41982071713147384,1,"[0.9]","[0.9075158917411512]","[0.5694521409081823]","[500]","[0.41982071713147384]","[-7.288479342969411]","[200]","[random]","[0.04838251956614886]","[2431678319713137090]","[5.0]","[3.059073058615809]","[100]","[20]"
100,100,0.2587587046080605,0.9,-4.21192110537604,0.0,-3.458577749747624,3.489260460344241,proximity,0.14631145446021798,0.01001992031872509,1,"[0.9]","[3.489260460344241]","[0.2587587046080605]","[500]","[0.01001992031872509]","[-4.21192110537604]","[200]","[proximity]","[0.14631145446021798]","[2545896091108883076]","[0.0]","[-3.458577749747624]","[100]","[20]"
100,100,0.47175492512675377,0.1,-2.5644522968080743,5.0,1.2038568518467976,2.214022530944559,random,0.052817016786238846,0.3508565737051792,1,"[0.1]","[2.214022530944559]","[0.47175492512675377]","[500]","[0.3508565737051792]","[-2.5644522968080743]","[200]","[random]","[0.052817016786238846]","[-1556287970689437838]","[5.0]","[1.2038568518467976]","[100]","[20]"
100,100,0.42454578022487277,0.9,-7.505127167110315,0.0,3.6406254365825284,0.8819376264108729,proximity,0.08100049739353771,0.30340637450199237,1,"[0.9]","[0.8819376264108729]","[0.42454578022487277]","[500]","[0.30340637450199237]","[-7.505127167110315]","[200]","[proximity]","[0.08100049739353771]","[-8841703225557703192]","[0.0]","[3.6406254365825284]","[100]","[20]"
